date,maximum,minimum,station
2022-01-03,32.4,9.8,RIO GRANDE
2022-01-04,21.7,15.0,AEROPARQUE AERO
2022-01-04,31.7,1.1,LAS LOMITAS
2022-01-04,31.8,4.0,RIO GRANDE
2022-01-05,27.9,1.4,AEROPARQUE AERO
2022-01-05,33.3,13.1,LAS LOMITAS
2022-01-05,21.8,1.2,RIO GRANDE
2022-01-06,38.9,10.4,AEROPARQUE AERO
2022-01-06,37.0,8.9,LAS LOMITAS
2022-01-06,31.2,15.3,RIO GRANDE
2022-01-07,22.1,6.1,AEROPARQUE AERO
2022-01-07,31.4,0.1,LAS LOMITAS
2022-01-07,37.3,11.2,RIO GRANDE
2022-01-08,28.2,9.9,AEROPARQUE AERO
2022-01-08,28.9,8.7,LAS LOMITAS
2022-01-08,22.0,8.3,RIO GRANDE
2022-01-09,31.0,15.7,AEROPARQUE AERO
2022-01-09,23.0,6.6,LAS LOMITAS
2022-01-09,32.4,7.0,RIO GRANDE
2022-01-10,36.8,8.2,AEROPARQUE AERO
2022-01-10,27.5,14.2,LAS LOMITAS
2022-01-10,23.8,6.8,RIO GRANDE
2022-01-11,38.8,11.1,AEROPARQUE AERO
2022-01-11,33.0,8.1,LAS LOMITAS
2022-01-11,35.7,14.6,RIO GRANDE
2022-01-12,24.9,18.6,AEROPARQUE AERO
2022-01-12,25.2,4.3,LAS LOMITAS
2022-01-12,27.9,17.2,RIO GRANDE
2022-01-13,22.1,3.1,AEROPARQUE AERO
2022-01-13,26.1,4.6,LAS LOMITAS
2022-01-13,34.0,18.0,RIO GRANDE
2022-01-14,23.7,6.4,AEROPARQUE AERO
2022-01-14,37.7,1.9,LAS LOMITAS
2022-01-14,35.4,16.5,RIO GRANDE
2022-01-15,22.9,4.9,AEROPARQUE AERO
2022-01-15,29.6,6.0,LAS LOMITAS
2022-01-15,29.6,4.9,RIO GRANDE
2022-01-16,26.7,2.9,AEROPARQUE AERO
2022-01-16,23.3,15.4,LAS LOMITAS
2022-01-16,21.9,13.8,RIO GRANDE
2022-01-17,37.8,0.8,AEROPARQUE AERO
2022-01-17,21.5,19.2,LAS LOMITAS
2022-01-17,26.3,5.7,RIO GRANDE
2022-01-18,29.3,18.8,AEROPARQUE AERO
2022-01-18,21.3,17.7,LAS LOMITAS
2022-01-18,23.5,11.5,RIO GRANDE
2022-01-19,27.1,19.2,AEROPARQUE AERO
2022-01-19,33.3,5.0,LAS LOMITAS
2022-01-19,38.7,11.0,RIO GRANDE
2022-01-20,20.2,10.9,AEROPARQUE AERO
2022-01-20,23.9,10.0,LAS LOMITAS
2022-01-20,32.3,2.1,RIO GRANDE
2022-01-21,24.9,5.9,AEROPARQUE AERO
2022-01-21,29.4,2.3,LAS LOMITAS
2022-01-21,26.6,0.4,RIO GRANDE
2022-01-22,20.5,16.2,AEROPARQUE AERO
2022-01-22,39.9,17.0,LAS LOMITAS
2022-01-22,22.4,15.8,RIO GRANDE
2022-01-23,23.3,3.9,AEROPARQUE AERO
2022-01-23,30.6,4.5,LAS LOMITAS
2022-01-23,22.6,2.6,RIO GRANDE
2022-01-24,36.1,7.4,AEROPARQUE AERO
2022-01-24,21.3,7.5,LAS LOMITAS
2022-01-24,26.2,3.5,RIO GRANDE
2022-01-25,32.5,6.0,AEROPARQUE AERO
2022-01-25,20.7,2.2,LAS LOMITAS
2022-01-25,35.0,11.0,RIO GRANDE
2022-01-26,28.4,19.7,AEROPARQUE AERO
2022-01-26,28.6,8.4,LAS LOMITAS
2022-01-26,35.9,15.0,RIO GRANDE
2022-01-27,31.0,14.4,AEROPARQUE AERO
2022-01-27,27.9,5.9,LAS LOMITAS
2022-01-27,39.9,17.5,RIO GRANDE
2022-01-28,39.0,1.1,AEROPARQUE AERO
2022-01-28,36.0,15.9,LAS LOMITAS
2022-01-28,22.3,10.7,RIO GRANDE
2022-01-29,37.2,1.3,AEROPARQUE AERO
2022-01-29,33.7,6.2,LAS LOMITAS
2022-01-29,20.4,4.7,RIO GRANDE
2022-01-30,25.7,5.6,AEROPARQUE AERO
2022-01-30,38.6,10.3,LAS LOMITAS
2022-01-30,21.5,15.0,RIO GRANDE
2022-01-31,32.9,1.3,AEROPARQUE AERO
2022-01-31,27.5,1.5,LAS LOMITAS
2022-01-31,33.2,15.4,RIO GRANDE
2022-02-01,31.9,9.4,AEROPARQUE AERO
2022-02-01,27.7,18.2,LAS LOMITAS
2022-02-01,24.8,3.9,RIO GRANDE
2022-02-02,28.0,18.0,AEROPARQUE AERO
2022-02-02,20.2,15.2,LAS LOMITAS
2022-02-02,28.2,7.4,RIO GRANDE
2022-02-03,27.9,2.7,AEROPARQUE AERO
2022-02-03,26.7,15.3,LAS LOMITAS
2022-02-03,29.4,19.3,RIO GRANDE
2022-02-04,33.1,17.5,AEROPARQUE AERO
2022-02-04,23.8,7.5,LAS LOMITAS
2022-02-04,39.6,17.1,RIO GRANDE
2022-02-05,20.9,19.2,AEROPARQUE AERO
2022-02-05,23.2,17.7,LAS LOMITAS
2022-02-05,34.5,1.9,RIO GRANDE
2022-02-06,37.5,14.9,AEROPARQUE AERO
2022-02-06,20.1,6.3,LAS LOMITAS
2022-02-06,23.9,14.7,RIO GRANDE
2022-02-07,22.4,4.0,AEROPARQUE AERO
2022-02-07,38.6,2.6,LAS LOMITAS
2022-02-07,30.3,6.5,RIO GRANDE
2022-02-08,31.9,8.6,AEROPARQUE AERO
2022-02-08,37.8,19.7,LAS LOMITAS
2022-02-08,32.9,3.5,RIO GRANDE
2022-02-09,22.7,13.9,AEROPARQUE AERO
2022-02-09,36.2,10.1,LAS LOMITAS
2022-02-09,32.0,0.0,RIO GRANDE
2022-02-10,25.0,18.0,AEROPARQUE AERO
2022-02-10,31.2,13.3,LAS LOMITAS
2022-02-10,36.9,13.9,RIO GRANDE
2022-02-11,39.5,13.9,AEROPARQUE AERO
2022-02-11,36.3,18.7,LAS LOMITAS
2022-02-11,22.5,13.1,RIO GRANDE
2022-02-12,34.1,12.5,AEROPARQUE AERO
2022-02-12,22.5,16.9,LAS LOMITAS
2022-02-12,22.4,6.4,RIO GRANDE
2022-02-13,30.2,2.9,AEROPARQUE AERO
2022-02-13,24.9,15.2,LAS LOMITAS
2022-02-13,38.4,8.1,RIO GRANDE
2022-02-14,23.1,18.2,AEROPARQUE AERO
2022-02-14,25.8,8.6,LAS LOMITAS
2022-02-14,29.9,9.3,RIO GRANDE
2022-02-15,31.5,15.3,AEROPARQUE AERO
2022-02-15,31.4,13.6,LAS LOMITAS
2022-02-15,35.9,11.8,RIO GRANDE
2022-02-16,21.7,5.5,AEROPARQUE AERO
2022-02-16,28.6,10.0,LAS LOMITAS
2022-02-16,25.9,8.6,RIO GRANDE
2022-02-17,30.2,4.5,AEROPARQUE AERO
2022-02-17,28.5,18.9,LAS LOMITAS
2022-02-17,24.0,2.8,RIO GRANDE
2022-02-18,27.7,19.2,AEROPARQUE AERO
2022-02-18,36.2,9.9,LAS LOMITAS
2022-02-18,21.2,10.7,RIO GRANDE
2022-02-19,22.6,7.9,AEROPARQUE AERO
2022-02-19,23.0,9.5,LAS LOMITAS
2022-02-19,25.4,8.2,RIO GRANDE
2022-02-20,20.6,2.6,AEROPARQUE AERO
2022-02-20,25.9,2.2,LAS LOMITAS
2022-02-20,22.8,17.1,RIO GRANDE
2022-02-21,31.1,8.7,AEROPARQUE AERO
2022-02-21,24.9,13.1,LAS LOMITAS
2022-02-21,20.1,7.0,RIO GRANDE
2022-02-22,38.7,10.6,AEROPARQUE AERO
2022-02-22,24.1,2.3,LAS LOMITAS
2022-02-22,28.9,10.4,RIO GRANDE
2022-02-23,38.0,19.9,AEROPARQUE AERO
2022-02-23,23.3,11.4,LAS LOMITAS
2022-02-23,20.6,1.7,RIO GRANDE
2022-02-24,25.2,17.0,AEROPARQUE AERO
2022-02-24,26.4,14.8,LAS LOMITAS
2022-02-24,37.2,2.9,RIO GRANDE
2022-02-25,30.9,3.9,AEROPARQUE AERO
2022-02-25,22.0,1.4,LAS LOMITAS
2022-02-25,23.2,7.4,RIO GRANDE
2022-02-26,33.8,10.5,AEROPARQUE AERO
2022-02-26,20.7,5.4,LAS LOMITAS
2022-02-26,28.1,5.0,RIO GRANDE
2022-02-27,30.6,0.5,AEROPARQUE AERO
2022-02-27,21.4,7.5,LAS LOMITAS
2022-02-27,37.7,12.4,RIO GRANDE
2022-02-28,31.9,1.6,AEROPARQUE AERO
2022-02-28,30.5,6.5,LAS LOMITAS
2022-02-28,22.4,19.6,RIO GRANDE
2022-03-01,28.2,19.8,AEROPARQUE AERO
2022-03-01,20.5,12.1,LAS LOMITAS
2022-03-01,28.3,4.4,RIO GRANDE
2022-03-02,23.1,7.9,AEROPARQUE AERO
2022-03-02,24.1,8.9,LAS LOMITAS
2022-03-02,40.0,17.0,RIO GRANDE
2022-03-03,33.5,7.2,AEROPARQUE AERO
2022-03-03,25.8,6.5,LAS LOMITAS
2022-03-03,25.5,3.3,RIO GRANDE
2022-03-04,36.0,17.8,AEROPARQUE AERO
2022-03-04,25.3,0.6,LAS LOMITAS
2022-03-04,28.1,15.8,RIO GRANDE
2022-03-05,31.5,0.6,AEROPARQUE AERO
2022-03-05,39.0,12.1,LAS LOMITAS
2022-03-05,23.6,5.4,RIO GRANDE
2022-03-06,21.2,4.2,AEROPARQUE AERO
2022-03-06,34.8,16.2,LAS LOMITAS
2022-03-06,27.6,14.8,RIO GRANDE
2022-03-07,34.0,12.2,AEROPARQUE AERO
2022-03-07,21.7,14.6,LAS LOMITAS
2022-03-07,26.8,8.9,RIO GRANDE
2022-03-08,23.9,17.3,AEROPARQUE AERO
2022-03-08,22.9,18.4,LAS LOMITAS
2022-03-08,25.1,13.7,RIO GRANDE
2022-03-09,35.7,19.8,AEROPARQUE AERO
2022-03-09,22.4,19.8,LAS LOMITAS
2022-03-09,36.9,0.3,RIO GRANDE
2022-03-10,28.9,16.8,AEROPARQUE AERO
2022-03-10,21.1,0.0,LAS LOMITAS
2022-03-10,22.2,18.9,RIO GRANDE
2022-03-11,21.9,9.3,AEROPARQUE AERO
2022-03-11,25.4,18.9,LAS LOMITAS
2022-03-11,26.5,8.3,RIO GRANDE
2022-03-12,27.1,13.9,AEROPARQUE AERO
2022-03-12,24.3,14.8,LAS LOMITAS
2022-03-12,32.9,17.0,RIO GRANDE
2022-03-13,32.8,9.5,AEROPARQUE AERO
2022-03-13,28.3,18.0,LAS LOMITAS
2022-03-13,30.3,6.2,RIO GRANDE
2022-03-14,27.1,19.4,AEROPARQUE AERO
2022-03-14,21.5,4.6,LAS LOMITAS
2022-03-14,36.8,18.1,RIO GRANDE
2022-03-15,29.5,15.8,AEROPARQUE AERO
2022-03-15,35.2,4.4,LAS LOMITAS
2022-03-15,35.4,14.2,RIO GRANDE
2022-03-16,28.5,5.5,AEROPARQUE AERO
2022-03-16,34.0,7.4,LAS LOMITAS
2022-03-16,25.8,18.3,RIO GRANDE
2022-03-17,30.5,0.3,AEROPARQUE AERO
2022-03-17,34.8,16.2,LAS LOMITAS
2022-03-17,36.3,5.7,RIO GRANDE
2022-03-18,21.8,2.6,AEROPARQUE AERO
2022-03-18,33.1,7.6,LAS LOMITAS
2022-03-18,26.9,13.2,RIO GRANDE
2022-03-19,26.6,18.1,AEROPARQUE AERO
2022-03-19,32.2,18.2,LAS LOMITAS
2022-03-19,34.7,12.2,RIO GRANDE
2022-03-20,20.7,1.2,AEROPARQUE AERO
2022-03-20,27.0,11.2,LAS LOMITAS
2022-03-20,32.3,8.7,RIO GRANDE
2022-03-21,29.8,16.4,AEROPARQUE AERO
2022-03-21,24.9,12.9,LAS LOMITAS
2022-03-21,33.2,3.8,RIO GRANDE
2022-03-22,27.9,2.1,AEROPARQUE AERO
2022-03-22,38.5,15.1,LAS LOMITAS
2022-03-22,31.8,7.9,RIO GRANDE
2022-03-23,22.0,18.9,AEROPARQUE AERO
2022-03-23,30.3,16.7,LAS LOMITAS
2022-03-23,27.2,1.9,RIO GRANDE
2022-03-24,23.0,8.2,AEROPARQUE AERO
2022-03-24,38.8,2.0,LAS LOMITAS
2022-03-24,30.0,5.4,RIO GRANDE
2022-03-25,25.3,18.5,AEROPARQUE AERO
2022-03-25,37.8,9.4,LAS LOMITAS
2022-03-25,22.1,10.7,RIO GRANDE
2022-03-26,29.4,13.2,AEROPARQUE AERO
2022-03-26,38.1,17.6,LAS LOMITAS
2022-03-26,26.7,5.7,RIO GRANDE
2022-03-27,25.2,18.7,AEROPARQUE AERO
2022-03-27,25.8,11.6,LAS LOMITAS
2022-03-27,35.7,16.1,RIO GRANDE
2022-03-28,35.3,16.3,AEROPARQUE AERO
2022-03-28,28.1,17.0,LAS LOMITAS
2022-03-28,36.7,11.0,RIO GRANDE
2022-03-29,31.2,17.5,AEROPARQUE AERO
2022-03-29,25.5,19.0,LAS LOMITAS
2022-03-29,23.8,17.6,RIO GRANDE
2022-03-30,21.5,1.9,AEROPARQUE AERO
2022-03-30,25.8,3.6,LAS LOMITAS
2022-03-30,39.1,4.9,RIO GRANDE
2022-03-31,38.8,14.0,AEROPARQUE AERO
2022-03-31,38.6,3.3,LAS LOMITAS
2022-03-31,28.8,8.5,RIO GRANDE
2022-04-01,28.7,13.6,AEROPARQUE AERO
2022-04-01,27.6,6.0,LAS LOMITAS
2022-04-01,31.1,11.3,RIO GRANDE
2022-04-02,23.5,5.8,AEROPARQUE AERO
2022-04-02,26.0,7.9,LAS LOMITAS
2022-04-02,32.5,8.2,RIO GRANDE
2022-04-03,22.9,18.5,AEROPARQUE AERO
2022-04-03,21.2,14.2,LAS LOMITAS
2022-04-03,22.6,9.2,RIO GRANDE
2022-04-04,33.5,13.4,AEROPARQUE AERO
2022-04-04,24.0,16.9,LAS LOMITAS
2022-04-04,37.9,13.4,RIO GRANDE
2022-04-05,25.9,8.7,AEROPARQUE AERO
2022-04-05,32.9,18.6,LAS LOMITAS
2022-04-05,25.9,17.8,RIO GRANDE
2022-04-06,31.3,17.1,AEROPARQUE AERO
2022-04-06,39.1,8.9,LAS LOMITAS
2022-04-06,28.6,8.1,RIO GRANDE
2022-04-07,30.2,11.1,AEROPARQUE AERO
2022-04-07,21.0,17.0,LAS LOMITAS
2022-04-07,37.2,1.0,RIO GRANDE
2022-04-08,23.9,9.0,AEROPARQUE AERO
2022-04-08,35.0,2.8,LAS LOMITAS
2022-04-08,32.5,15.9,RIO GRANDE
2022-04-09,32.1,9.5,AEROPARQUE AERO
2022-04-09,21.0,10.5,LAS LOMITAS
2022-04-09,36.8,19.2,RIO GRANDE
2022-04-10,35.3,12.1,AEROPARQUE AERO
2022-04-10,28.4,7.2,LAS LOMITAS
2022-04-10,30.5,0.2,RIO GRANDE
2022-04-11,21.8,10.1,AEROPARQUE AERO
2022-04-11,22.4,14.3,LAS LOMITAS
2022-04-11,34.1,0.5,RIO GRANDE
2022-04-12,28.6,5.6,AEROPARQUE AERO
2022-04-12,22.5,4.1,LAS LOMITAS
2022-04-12,26.6,6.9,RIO GRANDE
2022-04-13,28.4,7.8,AEROPARQUE AERO
2022-04-13,26.1,9.2,LAS LOMITAS
2022-04-13,34.3,4.5,RIO GRANDE
2022-04-14,38.2,6.8,AEROPARQUE AERO
2022-04-14,20.8,2.9,LAS LOMITAS
2022-04-14,27.1,16.9,RIO GRANDE
2022-04-15,36.8,9.6,AEROPARQUE AERO
2022-04-15,38.1,0.5,LAS LOMITAS
2022-04-15,23.1,15.8,RIO GRANDE
2022-04-16,30.9,9.8,AEROPARQUE AERO
2022-04-16,34.1,18.0,LAS LOMITAS
2022-04-16,21.0,17.2,RIO GRANDE
2022-04-17,21.5,8.7,AEROPARQUE AERO
2022-04-17,39.3,1.3,LAS LOMITAS
2022-04-17,29.1,7.7,RIO GRANDE
2022-04-18,30.9,5.5,AEROPARQUE AERO
2022-04-18,22.6,15.0,LAS LOMITAS
2022-04-18,23.7,15.8,RIO GRANDE
2022-04-19,23.1,19.2,AEROPARQUE AERO
2022-04-19,32.3,3.4,LAS LOMITAS
2022-04-19,34.0,8.7,RIO GRANDE
2022-04-20,32.4,8.9,AEROPARQUE AERO
2022-04-20,26.0,2.8,LAS LOMITAS
2022-04-20,25.5,1.5,RIO GRANDE
2022-04-21,21.8,17.6,AEROPARQUE AERO
2022-04-21,38.5,14.5,LAS LOMITAS
2022-04-21,21.0,1.7,RIO GRANDE
2022-04-22,26.2,15.0,AEROPARQUE AERO
2022-04-22,23.3,15.0,LAS LOMITAS
2022-04-22,37.1,2.1,RIO GRANDE
2022-04-23,28.8,17.1,AEROPARQUE AERO
2022-04-23,21.0,2.4,LAS LOMITAS
2022-04-23,39.7,16.6,RIO GRANDE
2022-04-24,24.3,8.9,AEROPARQUE AERO
2022-04-24,38.3,10.0,LAS LOMITAS
2022-04-24,28.0,2.7,RIO GRANDE
2022-04-25,27.1,15.3,AEROPARQUE AERO
2022-04-25,34.5,2.7,LAS LOMITAS
2022-04-25,29.7,12.7,RIO GRANDE
2022-04-26,33.1,5.3,AEROPARQUE AERO
2022-04-26,20.4,15.0,LAS LOMITAS
2022-04-26,38.1,14.3,RIO GRANDE
2022-04-27,29.6,12.7,AEROPARQUE AERO
2022-04-27,25.9,15.1,LAS LOMITAS
2022-04-27,38.7,7.5,RIO GRANDE
2022-04-28,29.2,5.9,AEROPARQUE AERO
2022-04-28,34.1,0.0,LAS LOMITAS
2022-04-28,22.4,14.3,RIO GRANDE
2022-04-29,38.0,8.4,AEROPARQUE AERO
2022-04-29,31.9,12.5,LAS LOMITAS
2022-04-29,38.7,12.6,RIO GRANDE
2022-04-30,27.1,9.5,AEROPARQUE AERO
2022-04-30,29.3,0.6,LAS LOMITAS
2022-04-30,39.0,4.6,RIO GRANDE
2022-05-01,32.5,12.7,AEROPARQUE AERO
2022-05-01,31.2,5.7,LAS LOMITAS
2022-05-01,21.3,9.3,RIO GRANDE
2022-05-02,29.7,14.2,AEROPARQUE AERO
2022-05-02,20.9,9.1,LAS LOMITAS
2022-05-02,28.7,13.5,RIO GRANDE
2022-05-03,24.6,15.6,AEROPARQUE AERO
2022-05-03,33.2,17.4,LAS LOMITAS
2022-05-03,32.0,8.1,RIO GRANDE
2022-05-04,23.5,4.6,AEROPARQUE AERO
2022-05-04,36.3,10.2,LAS LOMITAS
2022-05-04,33.4,7.5,RIO GRANDE
2022-05-05,23.2,11.3,AEROPARQUE AERO
2022-05-05,38.1,18.4,LAS LOMITAS
2022-05-05,22.2,16.1,RIO GRANDE
2022-05-06,30.7,18.6,AEROPARQUE AERO
2022-05-06,24.2,1.2,LAS LOMITAS
2022-05-06,25.1,8.2,RIO GRANDE
2022-05-07,26.2,0.6,AEROPARQUE AERO
2022-05-07,30.7,16.0,LAS LOMITAS
2022-05-07,26.5,6.6,RIO GRANDE
2022-05-08,36.0,7.3,AEROPARQUE AERO
2022-05-08,25.4,7.8,LAS LOMITAS
2022-05-08,29.9,6.5,RIO GRANDE
2022-05-09,34.9,18.3,AEROPARQUE AERO
2022-05-09,21.1,4.5,LAS LOMITAS
2022-05-09,23.7,1.5,RIO GRANDE
2022-05-10,28.5,0.3,AEROPARQUE AERO
2022-05-10,28.1,15.6,LAS LOMITAS
2022-05-10,23.2,8.8,RIO GRANDE
2022-05-11,30.0,1.1,AEROPARQUE AERO
2022-05-11,38.8,11.2,LAS LOMITAS
2022-05-11,20.5,5.7,RIO GRANDE
2022-05-12,29.0,12.6,AEROPARQUE AERO
2022-05-12,21.4,15.7,LAS LOMITAS
2022-05-12,30.5,10.4,RIO GRANDE
2022-05-13,23.2,15.8,AEROPARQUE AERO
2022-05-13,39.2,15.6,LAS LOMITAS
2022-05-13,26.9,12.1,RIO GRANDE
2022-05-14,28.4,8.4,AEROPARQUE AERO
2022-05-14,34.7,11.2,LAS LOMITAS
2022-05-14,24.6,19.9,RIO GRANDE
2022-05-15,38.7,12.5,AEROPARQUE AERO
2022-05-15,38.8,7.4,LAS LOMITAS
2022-05-15,31.6,0.7,RIO GRANDE
2022-05-16,21.1,12.0,AEROPARQUE AERO
2022-05-16,28.4,9.5,LAS LOMITAS
2022-05-16,39.4,14.3,RIO GRANDE
2022-05-17,39.0,18.3,AEROPARQUE AERO
2022-05-17,30.6,15.0,LAS LOMITAS
2022-05-17,23.9,14.7,RIO GRANDE
2022-05-18,37.7,15.7,AEROPARQUE AERO
2022-05-18,24.2,3.1,LAS LOMITAS
2022-05-18,32.2,18.6,RIO GRANDE
2022-05-19,20.1,16.1,AEROPARQUE AERO
2022-05-19,40.0,15.4,LAS LOMITAS
2022-05-19,33.5,2.0,RIO GRANDE
2022-05-20,32.6,1.6,AEROPARQUE AERO
2022-05-20,33.6,18.9,LAS LOMITAS
2022-05-20,32.7,19.3,RIO GRANDE
2022-05-21,39.9,6.7,AEROPARQUE AERO
2022-05-21,30.2,3.5,LAS LOMITAS
2022-05-21,38.9,13.9,RIO GRANDE
2022-05-22,37.8,6.3,AEROPARQUE AERO
2022-05-22,21.3,2.5,LAS LOMITAS
2022-05-22,30.1,12.5,RIO GRANDE
2022-05-23,21.1,8.5,AEROPARQUE AERO
2022-05-23,30.8,9.6,LAS LOMITAS
2022-05-23,36.4,17.5,RIO GRANDE
2022-05-24,23.7,6.7,AEROPARQUE AERO
2022-05-24,28.4,18.5,LAS LOMITAS
2022-05-24,30.7,5.9,RIO GRANDE
2022-05-25,21.7,15.2,AEROPARQUE AERO
2022-05-25,38.5,19.2,LAS LOMITAS
2022-05-25,32.7,11.1,RIO GRANDE
2022-05-26,29.8,6.1,AEROPARQUE AERO
2022-05-26,26.4,14.8,LAS LOMITAS
2022-05-26,24.9,8.1,RIO GRANDE
2022-05-27,31.2,8.1,AEROPARQUE AERO
2022-05-27,32.1,6.7,LAS LOMITAS
2022-05-27,39.8,13.6,RIO GRANDE
2022-05-28,36.2,3.1,AEROPARQUE AERO
2022-05-28,32.4,11.0,LAS LOMITAS
2022-05-28,21.7,18.9,RIO GRANDE
2022-05-29,31.6,1.5,AEROPARQUE AERO
2022-05-29,22.1,2.7,LAS LOMITAS
2022-05-29,27.4,3.9,RIO GRANDE
2022-05-30,27.1,7.1,AEROPARQUE AERO
2022-05-30,36.0,14.8,LAS LOMITAS
2022-05-30,36.7,2.9,RIO GRANDE
2022-05-31,37.2,17.2,AEROPARQUE AERO
2022-05-31,22.2,17.3,LAS LOMITAS
2022-05-31,34.0,5.1,RIO GRANDE
2022-06-01,27.4,17.5,AEROPARQUE AERO
2022-06-01,31.1,12.4,LAS LOMITAS
2022-06-01,33.3,1.5,RIO GRANDE
2022-06-02,27.3,18.2,AEROPARQUE AERO
2022-06-02,21.8,10.6,LAS LOMITAS
2022-06-02,31.8,11.8,RIO GRANDE
2022-06-03,23.6,13.1,AEROPARQUE AERO
2022-06-03,35.6,11.1,LAS LOMITAS
2022-06-03,28.6,1.4,RIO GRANDE
2022-06-04,25.5,5.3,AEROPARQUE AERO
2022-06-04,37.0,15.1,LAS LOMITAS
2022-06-04,22.8,6.8,RIO GRANDE
2022-06-05,35.6,17.3,AEROPARQUE AERO
2022-06-05,21.2,8.8,LAS LOMITAS
2022-06-05,24.0,13.5,RIO GRANDE
2022-06-06,35.5,14.1,AEROPARQUE AERO
2022-06-06,37.3,5.1,LAS LOMITAS
2022-06-06,21.2,16.6,RIO GRANDE
2022-06-07,37.0,15.1,AEROPARQUE AERO
2022-06-07,27.5,12.8,LAS LOMITAS
2022-06-07,38.8,1.0,RIO GRANDE
2022-06-08,21.3,17.7,AEROPARQUE AERO
2022-06-08,34.4,16.3,LAS LOMITAS
2022-06-08,30.7,16.2,RIO GRANDE
2022-06-09,39.7,14.2,AEROPARQUE AERO
2022-06-09,31.4,19.4,LAS LOMITAS
2022-06-09,30.9,4.6,RIO GRANDE
2022-06-10,30.8,14.6,AEROPARQUE AERO
2022-06-10,35.0,11.4,LAS LOMITAS
2022-06-10,30.7,18.2,RIO GRANDE
2022-06-11,37.0,13.6,AEROPARQUE AERO
2022-06-11,28.3,8.8,LAS LOMITAS
2022-06-11,23.8,0.8,RIO GRANDE
2022-06-12,25.2,2.9,AEROPARQUE AERO
2022-06-12,32.8,6.4,LAS LOMITAS
2022-06-12,32.0,4.2,RIO GRANDE
2022-06-13,27.7,10.7,AEROPARQUE AERO
2022-06-13,23.5,0.6,LAS LOMITAS
2022-06-13,31.6,19.9,RIO GRANDE
2022-06-14,35.2,1.1,AEROPARQUE AERO
2022-06-14,35.3,11.7,LAS LOMITAS
2022-06-14,28.8,5.8,RIO GRANDE
2022-06-15,36.7,3.6,AEROPARQUE AERO
2022-06-15,37.2,3.8,LAS LOMITAS
2022-06-15,32.3,19.0,RIO GRANDE
2022-06-16,27.8,1.2,AEROPARQUE AERO
2022-06-16,38.2,11.7,LAS LOMITAS
2022-06-16,23.4,11.3,RIO GRANDE
2022-06-17,20.3,3.9,AEROPARQUE AERO
2022-06-17,28.8,15.9,LAS LOMITAS
2022-06-17,33.8,8.8,RIO GRANDE
2022-06-18,33.9,5.4,AEROPARQUE AERO
2022-06-18,33.5,4.5,LAS LOMITAS
2022-06-18,29.3,5.0,RIO GRANDE
2022-06-19,32.7,8.6,AEROPARQUE AERO
2022-06-19,27.5,9.0,LAS LOMITAS
2022-06-19,20.8,15.6,RIO GRANDE
2022-06-20,37.4,14.4,AEROPARQUE AERO
2022-06-20,29.5,6.2,LAS LOMITAS
2022-06-20,21.3,18.6,RIO GRANDE
2022-06-21,28.4,14.5,AEROPARQUE AERO
2022-06-21,27.6,8.7,LAS LOMITAS
2022-06-21,22.8,0.1,RIO GRANDE
2022-06-22,36.3,4.7,AEROPARQUE AERO
2022-06-22,22.9,4.6,LAS LOMITAS
2022-06-22,20.3,2.8,RIO GRANDE
2022-06-23,31.7,12.1,AEROPARQUE AERO
2022-06-23,21.9,4.7,LAS LOMITAS
2022-06-23,32.4,9.7,RIO GRANDE
2022-06-24,38.9,14.0,AEROPARQUE AERO
2022-06-24,23.6,1.6,LAS LOMITAS
2022-06-24,24.8,7.5,RIO GRANDE
2022-06-25,22.9,11.8,AEROPARQUE AERO
2022-06-25,26.7,17.9,LAS LOMITAS
2022-06-25,22.7,2.7,RIO GRANDE
2022-06-26,28.4,16.0,AEROPARQUE AERO
2022-06-26,30.8,19.4,LAS LOMITAS
2022-06-26,39.2,4.5,RIO GRANDE
2022-06-27,37.8,8.6,AEROPARQUE AERO
2022-06-27,28.6,6.8,LAS LOMITAS
2022-06-27,20.4,16.7,RIO GRANDE
2022-06-28,31.7,9.2,AEROPARQUE AERO
2022-06-28,29.5,4.3,LAS LOMITAS
2022-06-28,34.1,6.1,RIO GRANDE
2022-06-29,39.7,16.0,AEROPARQUE AERO
2022-06-29,37.1,2.4,LAS LOMITAS
2022-06-29,21.5,8.9,RIO GRANDE
2022-06-30,21.7,17.7,AEROPARQUE AERO
2022-06-30,39.6,0.3,LAS LOMITAS
2022-06-30,34.1,16.1,RIO GRANDE
2022-07-01,30.5,3.1,AEROPARQUE AERO
2022-07-01,24.0,19.1,LAS LOMITAS
2022-07-01,25.0,14.8,RIO GRANDE
2022-07-02,27.6,6.5,AEROPARQUE AERO
2022-07-02,28.6,17.2,LAS LOMITAS
2022-07-02,35.1,8.8,RIO GRANDE
2022-07-03,23.6,10.8,AEROPARQUE AERO
2022-07-03,35.6,16.0,LAS LOMITAS
2022-07-03,23.5,4.8,RIO GRANDE
2022-07-04,36.5,11.9,AEROPARQUE AERO
2022-07-04,31.1,10.1,LAS LOMITAS
2022-07-04,22.1,11.4,RIO GRANDE
2022-07-05,32.2,5.1,AEROPARQUE AERO
2022-07-05,36.0,3.9,LAS LOMITAS
2022-07-05,21.5,10.4,RIO GRANDE
2022-07-06,29.1,13.4,AEROPARQUE AERO
2022-07-06,33.6,14.1,LAS LOMITAS
